algorithm,seed,carbon_total,avg_carbon,avg_latency,avg_hops,switch_rate
C,42,5410758.438609337,1127.2413413769452,29.971765691459495,4.3675,12.91304347826087
C,43,8195704.235092348,1707.4383823109058,32.30781601109077,4.68375,14.73913043478261
C,44,4960903.543094109,1033.5215714779392,31.55880588873252,4.548125,9.565217391304348
C,45,5276969.451539626,1099.3686357374222,30.401826282155472,4.411041666666667,12.304347826086957
C,46,9004737.228976486,1875.9869227034346,25.876951260841388,3.7283333333333335,16.67391304347826
C,47,6926720.12932295,1443.0666936089478,36.96990319123056,5.359166666666667,13.695652173913043
C,48,9612417.380658817,2002.58695430392,27.690394747568213,3.959791666666667,15.456521739130435
C,49,9139613.59716612,1913.654438267613,27.18576037793955,3.8800251256281406,14.201441992571555
C,50,7958262.945872711,1657.971447056815,30.514673998098715,4.336666666666667,12.021739130434783
C,51,6039631.312043569,1258.2565233424102,28.293649868705433,4.066041666666667,12.91304347826087
C,52,8636023.655509578,1799.1715948978288,28.54522845484345,4.071666666666666,12.434782608695652
C,53,4786624.562649955,997.2134505520739,31.414022857490334,4.589166666666666,12.956521739130435
C,54,8232062.779444327,1715.0130790509013,28.723122412043164,4.146458333333333,12.956521739130435
C,55,8717677.694716066,1816.1828530658472,28.304769889887297,4.028333333333333,13.434782608695652
C,56,5725383.800584338,1192.7882917884037,31.975451941024833,4.703125,18.347826086956523
C,57,7540263.0972465305,1570.8881452596938,30.658379337316102,4.427708333333333,10.91304347826087
C,58,10067948.258842962,2097.489220592284,30.490584520852124,4.437916666666666,14.956521739130435
C,59,9489522.119199537,1976.9837748332368,26.842665767829768,3.83375,13.58695652173913
C,60,5591263.261741606,1164.8465128628345,34.49899418423886,4.905625,12.173913043478262
C,61,6776547.455621593,1411.7807199211652,30.732952299564214,4.4522916666666665,11.347826086956522
C+IncD,42,6444237.4473693,1342.5494682019375,26.04370742404432,3.8272916666666665,6.391304347826087
C+IncD,43,9507229.137966083,1980.6727370762674,28.2071774000841,4.133125,11.456521739130435
C+IncD,44,6098906.494816389,1270.6055197534145,26.908895202848335,3.8925,10.217391304347826
C+IncD,45,5968199.656251698,1243.3749283857703,26.52461264657122,3.89875,11.152173913043478
C+IncD,46,9620940.978165489,2004.3627037844767,26.949471344562426,3.9341666666666666,9.326086956521738
C+IncD,47,8341406.667591739,1737.7930557482791,28.14525044354019,4.076875,10.695652173913043
C+IncD,48,10712915.47312647,2231.857390234681,27.25977847885191,4.008333333333334,9.630434782608695
C+IncD,49,9993075.93072992,2092.3525818111225,26.22525835194985,3.810929648241206,10.662005680576797
C+IncD,50,8960042.882448247,1866.6756005100515,27.849958991654912,4.059375,8.282608695652174
C+IncD,51,6604324.809740972,1375.901002029369,27.467381292284227,3.9635416666666665,11.978260869565217
C+IncD,52,9522507.379750157,1983.855704114616,27.26509172607097,3.9433333333333334,9.0
C+IncD,53,5369395.73790228,1118.624112062975,28.12249728177669,4.123333333333333,8.065217391304348
C+IncD,54,9027035.698329294,1880.6324371519363,27.58893789179195,4.048541666666667,12.108695652173912
C+IncD,55,9558836.277353095,1991.4242244485615,26.93423141299345,3.9045833333333335,8.543478260869565
C+IncD,56,6953137.604516635,1448.5703342742988,26.705583990267904,3.919791666666667,9.58695652173913
C+IncD,57,8530217.157940127,1777.1285745708599,26.121093589536446,3.8064583333333335,10.456521739130435
C+IncD,58,11206064.874479877,2334.5968488499743,27.88314631103374,4.06625,11.326086956521738
C+IncD,59,10300153.50612629,2145.8653137763104,26.695238973612447,3.872708333333333,8.782608695652174
C+IncD,60,6626039.694586216,1380.4249363721283,27.448751501009834,3.984583333333333,9.108695652173912
C+IncD,61,7716776.592636711,1607.661790132648,26.914651757031038,3.9375,6.782608695652174
CE,42,6267143.100426537,1305.654812588862,34.52222096850032,5.000625,9.369565217391305
CE,43,9926933.484790653,2068.1111426647194,33.268902088818834,4.835208333333333,11.608695652173912
CE,44,5624721.127893204,1171.8169016444174,33.24265568006136,4.824166666666667,9.065217391304348
CE,45,5972898.237408766,1244.3537994601595,33.28675831892911,4.838125,10.217391304347826
CE,46,10942626.154615195,2279.713782211499,33.069412284117035,4.719375,11.108695652173912
CE,47,8028712.377630559,1672.6484120063665,38.17601614167147,5.465416666666667,11.521739130434783
CE,48,11275311.308845555,2349.023189342824,32.118043605222525,4.649166666666667,10.978260869565217
CE,49,10951460.317370519,2293.019329432688,31.90364299240546,4.596733668341709,10.705702425169324
CE,50,9371565.980202401,1952.4095792088335,35.36947392070101,5.046875,11.76086956521739
CE,51,6957704.398083681,1449.521749600767,32.71870351563394,4.732916666666667,12.565217391304348
CE,52,10347824.29703046,2155.7967285480127,34.38419720799334,4.909791666666667,11.652173913043478
CE,53,5306034.9537457125,1105.4239486970234,35.4023869263866,5.114166666666667,11.543478260869565
CE,54,9636456.37012148,2007.5950771086418,34.042013887523005,4.8425,10.521739130434783
CE,55,10323182.774523385,2150.663078025705,31.79256399421379,4.570833333333334,9.630434782608695
CE,56,6382828.439823262,1329.7559249631797,33.89132622240088,4.970416666666667,11.326086956521738
CE,57,8821159.937191036,1837.7416535814657,32.378613052203875,4.727083333333334,9.76086956521739
CE,58,11873005.25501807,2473.542761462098,34.62450982309233,5.021458333333333,11.891304347826088
CE,59,11187481.313590547,2330.7252736646974,32.00199728093802,4.5304166666666665,13.08695652173913
CE,60,6472752.390290989,1348.4900813106226,33.80647443876539,4.835625,12.76086956521739
CE,61,7918378.231684202,1649.6621316008755,33.243767000666,4.792916666666667,10.217391304347826
OSPF,42,6652799.119900436,1385.9998166459243,24.619390838865602,3.65,0.0
OSPF,43,9907744.22097116,2064.1133793689914,25.078417777434826,3.715,0.0
OSPF,44,6401140.073903169,1333.5708487298268,24.956794872709427,3.685,0.0
OSPF,45,6393098.83504079,1331.895590633498,25.05223744468496,3.74,0.0
OSPF,46,9310062.574421665,1939.5963696711801,25.09970478885404,3.72,0.0
OSPF,47,9248786.602665858,1926.8305422220537,25.48986495762728,3.775,0.0
OSPF,48,10407198.436044073,2168.166340842515,25.43615895070677,3.77,0.0
OSPF,49,9892705.2258141,2071.336940078329,24.052180883200574,3.5879396984924625,0.0
OSPF,50,9043506.691534739,1884.0638940697372,25.65136310918988,3.775,0.0
OSPF,51,7019471.142711942,1462.3898213983214,25.218738227525265,3.73,0.0
OSPF,52,9551245.703806315,1989.8428549596488,25.295456810131675,3.71,0.0
OSPF,53,6439376.89014753,1341.5368521140686,25.940395777643925,3.84,0.0
OSPF,54,9274030.599017002,1932.089708128542,25.44147794050563,3.79,0.0
OSPF,55,9910891.965569276,2064.769159493599,25.138058933591484,3.71,0.0
OSPF,56,7715345.597458893,1607.3636661372695,24.731797576316126,3.65,0.0
OSPF,57,9089906.05750303,1893.7304286464646,24.45891357506755,3.62,0.0
OSPF,58,11541294.312103778,2404.4363150216204,24.9770969638538,3.715,0.0
OSPF,59,10103905.86752626,2104.9803890679705,24.935335954033935,3.675,0.0
OSPF,60,7116274.499639296,1482.5571874248533,25.52743815457951,3.79,0.0
OSPF,61,8075118.388366251,1682.3163309096358,25.057167178120018,3.69,0.0
baseline_latency,42,6719942.746686538,1399.988072226362,24.405293381997684,3.655,0.0
baseline_latency,43,9822870.474689098,2046.431348893562,24.881599833184,3.73,0.0
baseline_latency,44,6418996.318843201,1337.2908997590002,24.753479981846613,3.69,0.0
baseline_latency,45,6411891.316847052,1335.8106910098027,24.848322925699026,3.745,0.0
baseline_latency,46,9406534.99006412,1959.6947895966916,24.83666997444341,3.74,0.0
baseline_latency,47,9263138.618434222,1929.8205455071297,25.264803674681865,3.78,0.0
baseline_latency,48,10420579.951580113,2170.95415657919,25.17331724728837,3.78,0.0
baseline_latency,49,9909414.33246183,2074.8354967466144,23.92506633133419,3.592964824120603,0.0
baseline_latency,50,9132376.24626913,1902.578384639402,25.381000208481787,3.805,0.0
baseline_latency,51,6978945.626371448,1453.9470054940516,25.016645512037357,3.735,0.0
baseline_latency,52,9595115.606961973,1998.9824181170777,25.031665586310194,3.74,0.0
baseline_latency,53,6500016.844993771,1354.170176040369,25.566428374373764,3.845,0.0
baseline_latency,54,9224062.8350433,1921.6797573006875,25.122749767648006,3.805,0.0
baseline_latency,55,9853895.297300078,2052.894853604183,24.76566279264735,3.715,0.0
baseline_latency,56,7710787.459258444,1606.4140540121757,24.405141265474825,3.67,0.0
baseline_latency,57,9026498.307340898,1880.5204806960203,24.25557817727156,3.63,0.0
baseline_latency,58,11477666.412823364,2391.180502671534,24.77479960252935,3.725,0.0
baseline_latency,59,10199509.720724674,2124.897858484307,24.693179846175116,3.705,0.0
baseline_latency,60,7135050.702770542,1486.4688964105296,25.304161924648056,3.795,0.0
baseline_latency,61,8239453.865939273,1716.5528887373484,24.75398973934992,3.705,0.0
carbon_optimal_as_path,42,5710519.25441182,1189.691511335796,26.126696475023415,3.8910416666666667,6.391304347826087
carbon_optimal_as_path,43,8862890.869782545,1846.4355978713634,26.301108495234686,3.8820833333333336,7.391304347826087
carbon_optimal_as_path,44,5376817.605285346,1120.1703344344469,26.757996047755324,3.9570833333333333,6.043478260869565
carbon_optimal_as_path,45,5600245.660127508,1166.7178458598976,26.801196897554938,3.9635416666666665,7.630434782608695
carbon_optimal_as_path,46,9042499.347718373,1883.854030774661,25.479277427571898,3.720625,14.434782608695652
carbon_optimal_as_path,47,7881784.862973861,1642.0385131195544,27.419429777773598,4.062916666666666,7.891304347826087
carbon_optimal_as_path,48,9780407.821648013,2037.584962843336,26.238688702172706,3.8445833333333335,11.978260869565217
carbon_optimal_as_path,49,9365633.597366596,1960.9785589126038,24.75684840796179,3.638609715242881,9.766222416429976
carbon_optimal_as_path,50,8323187.00087437,1733.9972918488272,26.387747395068327,3.8689583333333335,7.0
carbon_optimal_as_path,51,6258428.2187288655,1303.8392122351804,26.42584666620636,3.872708333333333,7.934782608695652
carbon_optimal_as_path,52,8924296.926066635,1859.2285262638823,26.03551917927082,3.790625,11.26086956521739
carbon_optimal_as_path,53,5224915.3094784925,1088.5240228080193,27.545528681306592,4.116666666666666,7.978260869565218
carbon_optimal_as_path,54,8477902.998869702,1766.229791431188,26.454328021340196,3.910625,10.543478260869565
carbon_optimal_as_path,55,8983552.315258874,1871.5733990122653,25.950972866846715,3.8066666666666666,7.565217391304348
carbon_optimal_as_path,56,6380928.726452252,1329.360151344219,26.303712877322717,3.935625,7.760869565217392
carbon_optimal_as_path,57,8003363.704135926,1667.3674383616512,25.821206524440132,3.808125,6.826086956521739
carbon_optimal_as_path,58,10563682.828631354,2200.7672559648654,26.162090161516208,3.8497916666666665,13.695652173913043
carbon_optimal_as_path,59,9612496.988674598,2002.603539307208,25.698227541381563,3.738125,10.195652173913043
carbon_optimal_as_path,60,6253011.101211119,1302.7106460856498,27.11205947902664,3.979375,7.413043478260869
carbon_optimal_as_path,61,7214949.78229115,1503.114537977323,26.46572797548768,3.8964583333333334,10.195652173913043
ciro_core,42,6596710.183976658,1374.3146216618036,26.53176070354008,3.9633333333333334,1.065217391304348
ciro_core,43,9718412.821928386,2024.669337901747,27.05403827764872,4.041458333333333,0.34782608695652173
ciro_core,44,6091535.6686066585,1269.0699309597205,27.030988220438335,4.028333333333333,0.32608695652173914
ciro_core,45,6206749.998978738,1293.0729164539036,27.350896325668412,4.079791666666667,0.782608695652174
ciro_core,46,9766712.21049834,2034.7317105204877,26.937591997953454,4.010625,0.43478260869565216
ciro_core,47,8643462.465217236,1800.7213469202577,28.05941590331162,4.193333333333333,0.5217391304347826
ciro_core,48,10914335.29179463,2273.8198524572144,27.330316482518235,4.093958333333333,0.4782608695652174
ciro_core,49,10195030.124702428,2134.6377983045286,26.00355330586482,3.873953098827471,0.6554511688879178
ciro_core,50,9133233.88380283,1902.7570591255894,27.27918209445772,4.071666666666666,0.41304347826086957
ciro_core,51,6621021.25512916,1379.3794281519083,27.275517084369923,4.05625,0.30434782608695654
ciro_core,52,9644919.699959539,2009.358270824904,26.92487624715947,3.977708333333333,0.5434782608695652
ciro_core,53,5574133.456537554,1161.2778034453238,27.968751070657422,4.203125,0.30434782608695654
ciro_core,54,9207993.66886872,1918.33201434765,27.379902994718588,4.102083333333334,0.3695652173913043
ciro_core,55,9726413.66492366,2026.3361801924293,26.58898486266438,3.9583333333333335,0.8695652173913043
ciro_core,56,7288799.958086058,1518.4999912679286,26.67682100032242,4.026666666666666,0.7608695652173914
ciro_core,57,8595459.345827652,1790.7206970474276,26.22556144501116,3.87,0.17391304347826086
ciro_core,58,11407528.072580611,2376.568348454294,26.869473453353468,4.01625,0.5869565217391305
ciro_core,59,10785975.746531526,2247.078280527401,27.165224957413493,4.082083333333333,0.34782608695652173
ciro_core,60,6805706.983145407,1417.8556214886266,27.50967141382777,4.075625,0.45652173913043476
ciro_core,61,7776241.233999129,1620.050257083152,26.745301177413676,3.964166666666667,0.2608695652173913
lowcarb_bgp,42,5710519.25441182,1189.691511335796,26.126696475023415,3.8910416666666667,6.391304347826087
lowcarb_bgp,43,8862890.869782545,1846.4355978713634,26.301108495234686,3.8820833333333336,7.391304347826087
lowcarb_bgp,44,5376817.605285346,1120.1703344344469,26.757996047755324,3.9570833333333333,6.043478260869565
lowcarb_bgp,45,5600245.660127508,1166.7178458598976,26.801196897554938,3.9635416666666665,7.630434782608695
lowcarb_bgp,46,9042499.347718373,1883.854030774661,25.479277427571898,3.720625,14.434782608695652
lowcarb_bgp,47,7881784.862973861,1642.0385131195544,27.419429777773598,4.062916666666666,7.891304347826087
lowcarb_bgp,48,9780407.821648013,2037.584962843336,26.238688702172706,3.8445833333333335,11.978260869565217
lowcarb_bgp,49,9365633.597366596,1960.9785589126038,24.75684840796179,3.638609715242881,9.766222416429976
lowcarb_bgp,50,8323187.00087437,1733.9972918488272,26.387747395068327,3.8689583333333335,7.0
lowcarb_bgp,51,6258428.2187288655,1303.8392122351804,26.42584666620636,3.872708333333333,7.934782608695652
lowcarb_bgp,52,8924296.926066635,1859.2285262638823,26.03551917927082,3.790625,11.26086956521739
lowcarb_bgp,53,5224915.3094784925,1088.5240228080193,27.545528681306592,4.116666666666666,7.978260869565218
lowcarb_bgp,54,8477902.998869702,1766.229791431188,26.454328021340196,3.910625,10.543478260869565
lowcarb_bgp,55,8983552.315258874,1871.5733990122653,25.950972866846715,3.8066666666666666,7.565217391304348
lowcarb_bgp,56,6380928.726452252,1329.360151344219,26.303712877322717,3.935625,7.760869565217392
lowcarb_bgp,57,8003363.704135926,1667.3674383616512,25.821206524440132,3.808125,6.826086956521739
lowcarb_bgp,58,10563682.828631354,2200.7672559648654,26.162090161516208,3.8497916666666665,13.695652173913043
lowcarb_bgp,59,9612496.988674598,2002.603539307208,25.698227541381563,3.738125,10.195652173913043
lowcarb_bgp,60,6253011.101211119,1302.7106460856498,27.11205947902664,3.979375,7.413043478260869
lowcarb_bgp,61,7214949.78229115,1503.114537977323,26.46572797548768,3.8964583333333334,10.195652173913043
